,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,audience,audience:confidence,bias,bias:confidence,message,message:confidence,orig__golden,audience_gold,bias_gold,bioid,embed,id,label,message_gold,source,text,Name,Last Name,Party
3853,766196339,False,finalized,1,8/5/15 5:57,national,1.0,neutral,1.0,personal,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/786360541397528"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/786360541397528"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_786360541397528,From: Raul Labrador (Representative from Idaho),,facebook,"Please read my new e-newsletter, ""Great Patriots Across the Generations."" It's about the 70th anniversary of D-Day and the Evening Parade at the Marine Barracks I went to: http://goo.gl/vagtuf",Raul Labrador,Labrador,R
3854,766196340,False,finalized,1,8/5/15 5:49,national,1.0,neutral,1.0,media,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/753793221320927"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/753793221320927"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_753793221320927,From: Raul Labrador (Representative from Idaho),,facebook,ADVISORY: Our next Conversations with Conservatives will take place on Tuesday from 11 am-12 pm ET.  You can watch online here: http:/www.livestream.com/heritagefoundation,Raul Labrador,Labrador,R
3855,766196341,False,finalized,1,8/5/15 5:23,national,1.0,neutral,1.0,media,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/671007496266167"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/671007496266167"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_671007496266167,From: Raul Labrador (Representative from Idaho),,facebook,"If you're in the Coeur d'Alene area, I will be on the Mike Fitzsimmons Show, KXLY 920, at 3:30 pm PT.  Listen live here: http://www.kxly920.com/",Raul Labrador,Labrador,R
3856,766196342,False,finalized,1,8/5/15 4:40,national,1.0,partisan,1.0,personal,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/667775179922732"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/667775179922732"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_667775179922732,From: Raul Labrador (Representative from Idaho),,facebook,"Please read my new e-newsletter, ""Oh-No-Bamacare!"": http://goo.gl/tYxZcT",Raul Labrador,Labrador,R
3857,766196343,False,finalized,1,8/5/15 5:11,national,1.0,neutral,1.0,media,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/647521755281408"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/647521755281408"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_647521755281408,From: Raul Labrador (Representative from Idaho),,facebook,"ADVISORY: Our next Conversations with Conservatives will be on Thursday, Sep. 19 from 1-2 pm ET.",Raul Labrador,Labrador,R
3858,766196344,False,finalized,1,8/5/15 5:18,national,1.0,neutral,1.0,personal,1.0,,,,L000573,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/180970951936493/posts/573899439310307"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/180970951936493/posts/573899439310307"">Post</a> by <a href=""https://www.facebook.com/180970951936493"">Rep. RaÌ¼l R. Labrador</a>.</div></div></br>",180970951936493_573899439310307,From: Raul Labrador (Representative from Idaho),,facebook,"Pray for Boston, the victims and their families in this difficult time.",Raul Labrador,Labrador,R
3859,766196345,False,finalized,1,8/5/15 4:45,national,1.0,neutral,1.0,policy,1.0,,,,L000575,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/130873066975024/posts/803776496351341"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/130873066975024/posts/803776496351341"">Post</a> by <a href=""https://www.facebook.com/130873066975024"">Senator James Lankford</a>.</div></div></br>",130873066975024_803776496351341,From: James Lankford (Representative from Oklahoma),,facebook,"POLITICO: ""A 33-page Justice Department legal opinion made public just hours before Obama spoke concluded that he doesn't have the legal authority to offer broad deportation relief to parents of so-called DreamersÛÓpeople who came to the U.S. illegally as children and won a reprieve from deportation in a program known as DACA that Obama created in 2012. 'As it has been described to us, the proposed deferred action program for parents of DACA recipients would not be a permissible exercise of enforcement discretion,' Justice Department attorney  Karl Thompson wrote in the Office of Legal Counsel opinion."" http://www.justice.gov/sites/default/files/olc/opinions/attachments/2014/11/20/2014-11-19-auth-prioritize-removal.pdf",James Lankford,Lankford,R
3860,766196346,False,finalized,1,8/5/15 5:43,national,1.0,neutral,1.0,support,1.0,,,,L000575,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/130873066975024/posts/774543605941297"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/130873066975024/posts/774543605941297"">Post</a> by <a href=""https://www.facebook.com/130873066975024"">Senator James Lankford</a>.</div></div></br>",130873066975024_774543605941297,From: James Lankford (Representative from Oklahoma),,facebook,Happy birthday to the NBA MVP and Oklahoma City's own Kevin Durant.,James Lankford,Lankford,R
3861,766196347,False,finalized,1,8/5/15 6:15,national,1.0,neutral,1.0,support,1.0,,,,L000575,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/130873066975024/posts/708515912544067"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/130873066975024/posts/708515912544067"">Post</a> by <a href=""https://www.facebook.com/130873066975024"">Senator James Lankford</a>.</div></div></br>",130873066975024_708515912544067,From: James Lankford (Representative from Oklahoma),,facebook,http://youtu.be/TOsyw3X5wOI,James Lankford,Lankford,R
3862,766196348,False,finalized,1,8/5/15 4:58,national,1.0,neutral,1.0,policy,1.0,,,,L000575,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/130873066975024/posts/696107653784893"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/130873066975024/posts/696107653784893"">Post</a> by <a href=""https://www.facebook.com/130873066975024"">Senator James Lankford</a>.</div></div></br>",130873066975024_696107653784893,From: James Lankford (Representative from Oklahoma),,facebook,I am extremely disappointed the Supreme Court continues to expand the power of the federal government over state governments. It is increasingly clear that decision-makers in Washington should get outside the Beltway more frequently to see the effects of their decisions on the other 99.9% of the country. http://lankford.house.gov/press-release/lankford-supreme-court-csapr-decision-expands-federal-overreach-states,James Lankford,Lankford,R
3863,766196349,False,finalized,1,8/5/15 5:20,constituency,1.0,neutral,1.0,information,1.0,,,,L000575,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/130873066975024/posts/619781908084135"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/130873066975024/posts/619781908084135"">Post</a> by <a href=""https://www.facebook.com/130873066975024"">Senator James Lankford</a>.</div></div></br>",130873066975024_619781908084135,From: James Lankford (Representative from Oklahoma),,facebook,Glad to welcome new GE global research facility to the neighborhood today as GE officially announced its new facility will be at 10th and Walnut in OKC,James Lankford,Lankford,R
3864,766196350,False,finalized,1,8/5/15 4:39,constituency,1.0,neutral,1.0,support,1.0,,,,L000575,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/130873066975024/posts/578134532248873"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/130873066975024/posts/578134532248873"">Post</a> by <a href=""https://www.facebook.com/130873066975024"">Senator James Lankford</a>.</div></div></br>",130873066975024_578134532248873,From: James Lankford (Representative from Oklahoma),,facebook,My thoughts and prayers are with the victims of today's tragic shootings at the Washington Navy Yard.,James Lankford,Lankford,R
3865,766196351,False,finalized,1,8/5/15 5:30,national,1.0,partisan,1.0,policy,1.0,,,,L000575,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/130873066975024/posts/566290443433282"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/130873066975024/posts/566290443433282"">Post</a> by <a href=""https://www.facebook.com/130873066975024"">Senator James Lankford</a>.</div></div></br>",130873066975024_566290443433282,From: James Lankford (Representative from Oklahoma),,facebook,This is exactly why we need real reform for the NSA to ensure protection of Americans' private information. Failure to communicate to Congress this type of misuse of data is unacceptable. http://www.foxnews.com/politics/2013/08/21/nsa-surveillance-reach-broader-than-publicly-acknowledged/,James Lankford,Lankford,R
3866,766196352,False,finalized,1,8/5/15 6:09,national,1.0,neutral,1.0,personal,1.0,,,,L000575,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/130873066975024/posts/565926276803032"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/130873066975024/posts/565926276803032"">Post</a> by <a href=""https://www.facebook.com/130873066975024"">Senator James Lankford</a>.</div></div></br>",130873066975024_565926276803032,From: James Lankford (Representative from Oklahoma),,facebook,(Staff): Great turnout at tonight's community forum in McLoud.,James Lankford,Lankford,R
3867,766196353,False,finalized,1,8/5/15 5:44,national,1.0,neutral,1.0,information,1.0,,,,L000576,"<div id=""fb-root""></div> <script>(function(d, s, id) { var js, fjs = d.getElementsByTagName(s)[0]; if (d.getElementById(id)) return; js = d.createElement(s); js.id = id; js.src = ""//connect.facebook.net/en_US/all.js#xfbml=1""; fjs.parentNode.insertBefore(js, fjs); }(document, ""script"", ""facebook-jssdk""));</script>
<div class=""fb-post"" data-href=""https://www.facebook.com/139631049438354/posts/652567814811339"" data-width=""466""><div class=""fb-xfbml-parse-ignore""><a href=""https://www.facebook.com/139631049438354/posts/652567814811339"">Post</a> by <a href=""https://www.facebook.com/139631049438354"">Billy Long</a>.</div></div></br>",139631049438354_652567814811339,From: Billy Long (Representative from Missouri),,facebook,"This morning the Judiciary Committee is holding a hearing titled ÛÏConstitutional Solution to Our Escalating National Debt: Examining Balanced Budget Amendments.Û  I support a Constitutional amendment to balance the budget. A Balanced Budget Amendment would require Washington to balance its budget, just like the families and businesses in Southwest Missouri.  The House of Representatives brought a Balanced Budget Amendment to a vote on November 18, 2011.  I voted for the Balanced Budget Amendment, but unfortunately the measure failed to gain the two-thirds majority vote it needed to pass. ",Billy Long,Long,R
